tasks.thisRepN,tasks.thisTrialN,tasks.thisN,tasks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrText.started,instrText.stopped,instrImg.started,instrImg.stopped,corrAns,colorName,cumulativetime,trialCircle.started,trialCircle.stopped,trialResp.keys,trialResp.corr,trialResp.rt,trialResp.started,trialResp.stopped,trialText.started,trialText.stopped,trialCount.started,trialCount.stopped,participant,group,survey-id,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,11.543406100012362,None,11.543406100012362,None,space,blue,3.4576540999114513,14.001134500140324,None,space,1,0.8237455000635237,14.001134500140324,None,14.001134500140324,None,13.735632700147107,None,,,,2020_Dec_26_1904,gonogo,2020.1.3,59.87400114053662,
0,0,0,0,1,0,1,0,,,,,space,blue,4.174604400061071,15.12049030000344,None,space,1,0.4244844999630004,15.12049030000344,None,15.12049030000344,None,14.871651099994779,None,,,,2020_Dec_26_1904,gonogo,2020.1.3,59.87400114053662,
